Desktop,Inspiron 5567  ,DESKTOP-86JA7C0,3C:F8:62:F9:05:0A, , , , , ,Tecumseh,202,Adam-PC, , ,CSS,CSS,DESKTOP-86JA7C0,themcc.lan,Dell Inspiron 5567  ,i7-7500U,16GB,1163GB,Win10Pro,6.5.5,6.6.2,N/A,Active,AJ, 
Desktop,Inspiron 5567  ,DESKTOP-86JA7C0,3C:F8:62:F9:05:0A, , , , , ,Dowtown,202,Adam-PC, , ,CSS,CSS,DESKTOP-86JA7C0,themcc.lan,Dell Inspiron 5567  ,i7-7500U,16GB,1163GB,Win10Pro,6.5.5,6.6.2,Office 2016,Active,AJ, 
